process of was is smooth,pos,
process of was is not smooth,neg,
all was smooth,pos,
statements to be send sent without my prompt,neg,
delivered take time,neg,
speed of delivery,pos,
delivery on time,pos,
delivered takes time,neg,
delivery time,pos,
delivered on time,pos,
took long to arrive,neg,
delivery wise it was on time,pos,
issue i have is the delivery time,neg,
delivery took 40mins from time of order and this was really convenient,pos,
was late not once so many times,neg,
delivery time is low,pos,
timely delivery,pos,
cap when it comes to delivery,neg,
delivery time today improved,pos,
yet to receive my goods,neg,
delivery time has improved,pos,
problem comes in with your delivery system,neg,
meals we order these days arrive on time,pos,
delivery was quick,pos,
always late,neg,
delivered very first,pos,
delayed delivery,neg,
delivery was fast,pos,
delivery is late,neg,
fast delivery,pos,
never deliver on time,neg,
delivered fast,pos,
delivery time is high,neg,
delivery was prompt,pos,
slow delivery,neg,
delivery its terrible,neg,
delivered prompt,pos,
delivery is terrible,neg,
prompt delivery,pos,
instant delivery,pos,
within minutes,pos,
check on delivery,neg,
goods arrived on time,pos,
food arrived on time,pos,
took sometime to be delivered,neg,
food arrived early today,pos,
problem is delivery,neg,
receive my goods,pos,
receive my order,pos,
never delivered it,neg,
receive my delivery,pos,
had to get my own means for delivery,neg,
average delivery,pos,
add more delivery vehicles,neg,
delivered within the hour as started,pos,
more vehicles to deliver,neg,
delivered as stated,pos,
delivered within 3 hours of ordering online,neg,
delivered as expected,pos,
problem with the time it takes to deliver,neg,
usually receive my order in less than 30 min,pos,
food took over two hours to arrive,neg,
food got to me within the stipulated 60 min time,pos,
food took his to arrive,neg,
have to more than 90 min for the food to be delivered,neg,
speed of service,pos,
fast,pos,
faster,neg,
time efficiency,pos,
was done fast,pos,
get services faster,neg,
time factor,pos,
spent less time,pos,
take 12 days and counting to,neg,
time conscious,pos,
inafanyika wa havana,pos,
having an issue for the last two months,neg,
done on time,pos,
saved my time,pos,
15 min and counting,neg,
adherence to sea,pos,
express,pos,
email sent in 2014 yet to be acted upon,neg,
doesn't take long before being served,pos,
job of 10 minutes is taking 30 minutes,neg,
minute,pos,
service was real time,pos,
long,neg,
hour,pos,
less time than i expected,pos,
jobs take longer,neg,
day,pos,
used less amount of time,pos,
week,pos,
services done on time,pos,
taken way longer than expected,neg,
month,pos,
replaced instantly,pos,
took more than 5 months to activate,neg,
year,pos,
service at minimal time,pos,
taking the whole day to work on,neg,
speed of execution,pos,
expedient service,pos,
served though belated,neg,
service delivery time,pos,
fast service,pos,
speed can be enhanced,neg,
"speed, sped",pos,
express service,pos,
took so more than expected,neg,
instantly,pos,
took the shortest time,pos,
more express,neg,
"tat, turn around time, time to turn around, turnaround time",pos,
fast service delivery,pos,
quicker service,neg,
time,pos,
short time,pos,
faster approval,neg,
immediately,pos,
prompt service,pos,
delay in service,neg,
"urgently, urgency",pos,
long waiting time,neg,
rate at which i have been served,pos,
turn around time,pos,
serve all clients in a timely manner,pos,
instant services,pos,
time management,pos,
speed of execution is fast,pos,
long lead time,neg,
maintain the pace,pos,
timely,pos,
took a while to process,neg,
swift,pos,
at a snail pace,neg,
gives you time to do other things,pos,
action very fast,pos,
flowing services,pos,
took too long,neg,
took them 5 minutes to notice faults,pos,
you are taking too long to clear with the customer,neg,
served in time,pos,
one has to wait for sometime,neg,
fast with their processes,pos,
long wait,neg,
value customers time,pos,
wait longer,neg,
on time,pos,
took more time than i usually do,neg,
record time,pos,
avoid waiting,neg,
"short time, short period",pos,
takes too long for a faulty product to get repaired,neg,
"prompt,promptly",pos,
did not assist in time,neg,
time is not wasted,pos,
time is wasted,neg,
did not take much time,pos,
long lead times,neg,
time efficient,pos,
still pending,neg,
minimum time used,pos,
not effected,neg,
convenient wait,pos,
late,neg,
time was perfect,pos,
time taken should improve,neg,
improve on time delivery,neg,
services are done expeditedly,pos,
expedite,neg,
quick,pos,
tired,neg,
reasonable time,pos,
"at a snail pace, a snail moving speed",neg,
quick to attend to issues,pos,
check on time,neg,
"reduce the waiting period, customer to wait less, not happy with the waiting period",neg,
no waste of tm,pos,
waste of tm,neg,
no waste of time,pos,
waste of time,neg,
forever,neg,
takes forever,neg,
hasten the duration of,neg,
hasten service,neg,
still pending for processing,neg,
improve on processing,neg,
take a while to be processes,neg,
took over [time] to get our food,neg,
arrives late,neg,
consider adding more days,neg,
next time order will be placed sap,neg,
takes a very long time,neg,
i have been requesting for a less than 1 year statement for close to 2 months,neg,
congestion at the counters,neg,
customer care delay,neg,
"shorter time, shorter period",neg,
waiting,neg,
kept waiting unnecessarily,neg,
delay,neg,
delayed,neg,
took long,neg,
took so long,neg,
delay in service delivery,neg,
enable them solve customers issues without delay,neg,
took much time,neg,
time wasted,neg,
i waste more time,neg,
slow,neg,
wastage of time,neg,
needs speed,neg,
bit slow,neg,
consider minimizing the time taken,neg,
service delivery timelines not met,neg,
quicker service in the future,neg,
waited for long,neg,
i want to spend shorter time when i visit,neg,
fasten approval,neg,
would like to spend shorter time,neg,
less time spent in the workshop,neg,
trading services,pos,
cost the shares,neg,
trading,pos,
take care of speed at which your customers deposit or withdraw their earnings,neg,
cos,pos,
underwriting services,pos,
underwriters were not always very efficient,neg,
underwriting,pos,
availability of parts,pos,
needed pus springs was model,neg,
parts,pos,
invest more in parts,neg,
missed a number of replacement parts,neg,
should have different types spare parts,neg,
avail shocks,neg,
sell spares,neg,
weren't available [  parts],neg,
provide all parts,neg,
lacks spare parts,neg,
provide brake shoes,neg,
would-be so fantastic to find most of the spare parts in your shop,neg,
service parts should be increased,neg,
stock more stairs,neg,
stock more spares,neg,
availability of products,pos,
"stock, stocked, stocking",pos,
avail,neg,
"available, availability",pos,
you would have all equipment,neg,
product,pos,
improve on products like spares to be in the site,neg,
"accessories, accesorise",pos,
"rostov, stock, stock more",neg,
enough furniture,pos,
looking for [product],neg,
availability of the types,pos,
would wish to see sun spare wheel covers,neg,
pirelli types size 185 70 r 13 be brought back,neg,
bridgestone types are rare to find in your stores,neg,
stock 205 55 ran,neg,
i wanted pirelli,neg,
need all terrain types for 275 45 ran,neg,
types i wanted were not available,neg,
bring more heavy-duty portable oppressors,neg,
lack of enough ve products,neg,
no brake pads,neg,
wish you had the puncture kit,neg,
looking for a tyre,neg,
store more windscreen papers,neg,
no battery,neg,
each time i order for a snack its not always there,neg,
how can i order a sandwich and the you tell its available,neg,
no coffee available and it's only mid morning,neg,
sometimes food isn ready or finished,neg,
really wanted the carrot cake,neg,
benefits perceived,pos,
has added value,pos,
"give provide a car, give provide a courtesy car",neg,
roi,pos,
worthwhile,pos,
give clients a car,neg,
return on investment,pos,
worth your time,pos,
ff rates are poor,neg,
value,pos,
reassured me on the value,pos,
rate is high,neg,
return for my funds,pos,
worth the money,pos,
cost of getting loan is very high,neg,
invest optimally,pos,
payment is worth the service,pos,
premium on the higher side,neg,
my business business has grown,neg,
cover at unfordable rates,pos,
it is worth it,pos,
long to break even,neg,
value for customers service,pos,
"benefited, benefited",pos,
to decide if i got value for my money,neg,
benefit,pos,
previous purchase still giving good,pos,
no incentive,neg,
value for money,pos,
lives have changed positively,pos,
give bonus and incentive,neg,
value of my money,pos,
saving because i want to grow,pos,
offer bonus,neg,
value for my money,pos,
good member investment,pos,
suggested for bonus like two days,neg,
value for me,pos,
performance of the kiss in school has improved,pos,
give us incentive,neg,
value for customer,pos,
burden of is gone,pos,
review the premium,neg,
value could be,pos,
has enhanced security,pos,
pay a high premium,neg,
code should be valued till midnight,pos,
level of insurance premium is always a concern,neg,
no longer spend on fuel,pos,
[interest] rates are high,neg,
to has enabled the entire family to be informed,pos,
rates have been down,neg,
brighter future,pos,
rate of interest at-times very low,neg,
saving us on our premium,pos,
feel my money is not well managed,neg,
really helps a lot,pos,
save saved over 100k....was only given ask,neg,
big security,pos,
lost my hard earned money,neg,
security is adequate,pos,
i'm befitting nothing,neg,
enjoying different types entertainment,pos,
dental package should be increased,neg,
updated of what is happening around the world,pos,
maintenance should commence when agreement is done,neg,
can watch news on what is happening,pos,
where being a client for a number of years provides extra benefits,neg,
always informed on what is happening worldwide,pos,
increase outpatient limit,neg,
children are always entertained from different programs and their education has improved,pos,
you lose out,neg,
introduce a sample for customers,neg,
returns are better,pos,
better returns,neg,
interest rate ok,pos,
returns could be better,neg,
investment is sound,pos,
rate of return should be relatively higher,neg,
positive growth,pos,
money not earning any interest,neg,
scheme returns last year considering it was an electioneering year were good,pos,
my money was withheld without interest,neg,
2017 performance on the retirement plan is the best,pos,
poor returns,neg,
return on the pension scheme is very impressive,pos,
plans can perform much better than they have been doing,neg,
good to know that you are handling my pension with care and ensuring growth,pos,
collapse with my eight years of investing,neg,
feel highly short changed,neg,
return was in single digit percentage which i found unacceptable,neg,
do not derive any value,neg,
positively affected the family,pos,
signed up with yes. 500000 but never got any,neg,
product has enabled the customer to save some money,pos,
look for any chance to get money from you,neg,
2017 has posted better returns,pos,
take advantage of our money,neg,
with little cost i have really gained a lot,pos,
be rewarded when they refer a new customer,neg,
customer is able to save some money,pos,
add some money for a subsequent emergency c-section,neg,
if my savings could be invested in a way i get more benefits,neg,
makes it worthwhile,pos,
unhappy with the amounts that we spend every month,neg,
useful to use,pos,
ended buying parts that were not needed,neg,
children can do their studies properly,pos,
code should be valid till midnight,neg,
children have improved in their education,pos,
increase the daily limit,neg,
children have improved their education,pos,
find out a way of paying out some dividend,neg,
children can study,pos,
children have improved in school,pos,
children are doing their studies well,pos,
real value to my ponies,pos,
yet to experience benefits,neg,
cost effective,pos,
imp love value for money,neg,
can save some money,pos,
worth the wait,pos,
did not get full value for my money,neg,
should be keen on the value,neg,
pays clot but not enjoying the product,neg,
event features,pos,
meaningful event,pos,
include biting  one drink in entrance fee,neg,
event,pos,
event information,pos,
am,pos,
offers and discount,pos,
recently won a,pos,
free,neg,
"discount, debate",pos,
my lucky day won,pos,
gift,neg,
offer,pos,
i won a,pos,
include wheel ligament in the fitting of purchased types,neg,
"royalty card, loyalty card, loyalty points",pos,
old types should be bought from customers,neg,
deal,pos,
sale,pos,
no innovative proposals from you in more than 15 years,neg,
loyal,pos,
reward,pos,
better discount,neg,
promotion,pos,
extra discount would be good,neg,
deserve a higher level of discount,neg,
suggested a subsidy,neg,
discount granted should be redeemable at a later date,neg,
give us longer sales periods,neg,
offer given should have an extension validity period of at least 3 months,neg,
complementary tyre cover,neg,
come up with better ways of appreciating your regular customers,neg,
consider esteemed customers,neg,
earn money through introducing other customers,neg,
have not received promotion items from you,neg,
better if they are allowed to enjoy the services one extra day,neg,
enjoy the services of the package one extra day before it is deactivated,neg,
new customers are allowed to enjoy a free week,neg,
portion size,pos,
apportioning wasokay,pos,
portions reduce,neg,
portion,pos,
fair portions,pos,
apportioning is very little,neg,
have a bit more green on the side,neg,
please be putting enough rice it is very little,neg,
product features,pos,
i really like all the products,pos,
products are rigid and flexible,neg,
seat cover,pos,
love the products,pos,
table,pos,
very good products,pos,
"furniture, fabric",pos,
superior product,pos,
face parts,neg,
policy,pos,
genuine parts,pos,
face products,neg,
data bundles,pos,
unable product,pos,
doesn't play most cos and did,neg,
ice maker,pos,
original product,pos,
shocks which did not last 3 months,neg,
mixed,pos,
champion oil,pos,
twitching system need to be worked on,neg,
device,pos,
everything about the unit is good,pos,
cannot compare the quality of our products with those of our competitors,pos,
papers are if good quality,pos,
offer satisfying solutions,pos,
papers are of good quality,pos,
package is good,pos,
package is nice,pos,
product in the package is perfect and working,pos,
every item in the package is sanctioning perfectly,pos,
everything in the package is sanctioning,pos,
satisfied with the product,pos,
has not faced any challenge with our products,pos,
okay with the products,pos,
everything is sanctioning well,pos,
products are very powerful,pos,
really like your food,pos,
food is so delicious,pos,
less meat,neg,
food,pos,
food is always delicious and taste,pos,
sauce was not thick,neg,
pity,pos,
food is great,pos,
swahili chicken casserole was dry,neg,
lamb,pos,
food was great,pos,
halloumi was not good and it was over cooked,neg,
carry,pos,
food is really amazing,pos,
but which was very poor.more bread than but,neg,
buritto,pos,
very good juices,pos,
fauces are bland,neg,
chicken,pos,
love the zucchini cake,pos,
very hard and the iting is dry,neg,
salad,pos,
really like your that chicken noble,pos,
cake was hard,neg,
juice,pos,
enjoyed my samovar today,pos,
cold inside and the colour had also changed,neg,
wrap,pos,
pancake were great today,pos,
the iting part was also too dry,neg,
cake,pos,
good contains,pos,
good cocktail,pos,
cocktail,pos,
quality spare,pos,
consider the quality of products,neg,
quality good,pos,
products are supper,pos,
everything is working properly,pos,
everything is working perfectly,pos,
product is quality,pos,
products are quality,pos,
product is working perfectly,pos,
there is no malfunction,pos,
not encountered any problem with his products,pos,
likes the product,pos,
has not any problem in our products,pos,
has not experienced any challenge with azure product,pos,
happy about our products,pos,
not experienced any problem with our products,pos,
product battery and charging features,pos,
battery voltage (life) is less,neg,
battery,pos,
battery to hold more power capacity,neg,
batteries,pos,
"power is not long lasting,",neg,
charging system is failing,neg,
would like the charging system to be upgrade because it is not stable,neg,
charges should be improved,neg,
increase the charging output,neg,
battery with higher power capacity,neg,
add battery voltage,neg,
length of the power tables to be longer,neg,
increase the length of the lamp tables,neg,
raised an issue to his agent about his battery,neg,
battery that has larger power capacity,neg,
battery with large power capacity,neg,
battery is malfunctioning,neg,
battery is lasting for a very short period,neg,
battery does not last with power,neg,
power is not long lasting,neg,
battery is lasting for three hours only,neg,
challenge is the battery,neg,
battery that last longer,neg,
battery is not long lasting,neg,
battery is serving for 4 hours,neg,
battery does not last long,neg,
requesting for a better battery,neg,
battery should light for more hours,neg,
less power charge,neg,
low charge,neg,
improve on the part of charging power,neg,
improve on the number of switches,neg,
product illumination features,pos,
lighting has improved security,pos,
torch is faulty,neg,
lighting has enhanced security,pos,
torch not working,neg,
brightness is enough,pos,
lamps to have more light,neg,
lighting is bright,pos,
brightness is adequate,pos,
larger torch,neg,
bulb can light the house until late,pos,
more bulb,neg,
enough lighting in the homestead,pos,
every lamp to have its own switch,neg,
"size of the torch should be enlarged, size of the torch to be enlarged",neg,
if the lamp could switch off at midnight,neg,
have more lamps,neg,
additional lamps,neg,
splitting of the lamps services from the to services,neg,
lamps to be more brighter,neg,
lights are dim at times,neg,
improve on the quality of bulb,neg,
two bulb among the four has not being working,neg,
torch size would be increased,neg,
size of the torch should be enlarged,neg,
size of the torch to be enlarged,neg,
torch is malfunctioning,neg,
increase the size of torch,neg,
torch is malfunctioning and its size need to enlarged,neg,
torch to be worked on,neg,
extension tables for the lamps,neg,
complained about our torch,neg,
only concern is our torch,neg,
complained about our torch of which she requested we improve on the size,neg,
improve in terms of our torch,neg,
product signal and viewing features,pos,
signal challenge,neg,
some channels to be added,neg,
accommodate did,neg,
accommodate a did,neg,
requested a bigger to,neg,
screen is very clear,neg,
a stand for the to to be included in the package,neg,
to has been malfunctioning,neg,
to package should only have the panel and the screen for existing customers,neg,
improve screen,neg,
black line appearing the bottom side of his to,neg,
additional of more sports channel,neg,
sports channel list to have one that air english premier league,neg,
channels are highlight in the flies but they are not active,neg,
list of channels in the flies but not available in the to,neg,
some programs being scrambled,neg,
inclusion of gospel channels,neg,
the channel list to include tanzania channel,neg,
have more kiss channel,neg,
lost channels,neg,
lost to channels,neg,
have multiple channels,neg,
offered shallow channels,neg,
more to stations,neg,
problem with her channels,neg,
issue was concerning the channels,neg,
not all duke stations can be viewed,neg,
poor signal,neg,
signal issues which has not been sorted,neg,
improve the signals,neg,
better signal,neg,
lost signals,neg,
better the signal and channels,neg,
failure in signals,neg,
hours we have given to view to is less,neg,
design the to to have more working hours,neg,
product radio features,pos,
experiencing problem with radio,neg,
radio station be included,neg,
radio is malfunctioning,neg,
radio is spoiled,neg,
radio got spoils,neg,
complained about his radio,neg,
good packages,pos,
container were smashed,neg,
packing has improved,pos,
more stronger container,neg,
spark plug is sold in terms of pairs yet a single is used,neg,
stop giving plastic straw,neg,
don't like plastic container,neg,
get paper ones or re-use able container,neg,
product range,pos,
good stuff,pos,
have more option on spare parts,neg,
products,pos,
really like the idea of you guns introducing the meal combs,pos,
improve on variety,neg,
goods,pos,
wider range of products,neg,
variety,pos,
more varieties,neg,
range,pos,
introduce other products,neg,
array,pos,
introduction of other products,neg,
items,pos,
manufacture more product,neg,
things,pos,
requested other products,neg,
menu,pos,
recommends more products,neg,
bands,pos,
have a wider range of types,neg,
appliance,pos,
carry sadly it is no longer there (business is in food services),neg,
custom accessories,pos,
equip with [more enough] furniture,neg,
equipment,pos,
review the buffets menu,neg,
option,pos,
some products wanting,neg,
more japanese types,neg,
add axis to the tyre bands,neg,
option for service parts,neg,
offer other products like tanks,neg,
i want to see new innovations initiatives put in place to help grow my money,neg,
adding car perfumed,neg,
more aerospray air freshness,neg,
introduce more sandwiched and wraps,neg,
refund and replacement,pos,
refund,pos,
replace,pos,
return,pos,
reversal,pos,
service pricking,pos,
"fee, charge, charitable",pos,
prices are fair,pos,
pocket friendly,pos,
cheap,pos,
"afford, unfordable, affordability",pos,
charges are commensurate,pos,
premium,pos,
fair charging,pos,
rate,pos,
price of is friendly,pos,
cost,pos,
rates are competitive,pos,
loan interest,pos,
price acceptable,pos,
spend,pos,
installments are fair,pos,
penalty,pos,
satisfied with the money he pays,pos,
"be, price, pricking",pos,
cost of the service rendered is customer friendly,pos,
reasonable,pos,
competitive pricking,pos,
level price,pos,
reduce price,neg,
economical,pos,
price reduction,neg,
rates need to be regulated,neg,
low cost,pos,
high cost,neg,
low rate,pos,
high rate,neg,
low spend,pos,
high spend,neg,
should not be charged,neg,
non refundable,neg,
price consistency,neg,
expensive,neg,
prices are too high,neg,
lower pricking,neg,
need to review rates,neg,
consider giving special rate to clients,neg,
provide cheaper option,neg,
bring down some payment,neg,
reduction of the price,neg,
above average prices,neg,
costly,neg,
prices keep going up,neg,
yearly increase,neg,
work on price reduction,neg,
would like price reduction,neg,
be pocket friendliest,neg,
reduce weekly charges,neg,
price to be reduced,neg,
reduce our charged,neg,
had to spent more than,neg,
making the price to be expensive,neg,
cost is too high,neg,
coast is too high,neg,
amount of spent for job,neg,
overpriced,neg,
prices are on the higher side,neg,
competitors cheaper,neg,
amount of money to be reduced,neg,
rather steep,neg,
transaction fee with mobile company is a bit high,neg,
transaction fee to be removed,neg,
do away with transaction fee,neg,
withdraw the 22 shillings for transaction cost,neg,
parking fees of the mall shouldn't be effected,neg,
fee lowered down,neg,
several price changes,neg,
high pricking,neg,
encourage competitive pricking,neg,
competitive pricking would attract more people,neg,
charge the same amount as,neg,
middle class should be considered in terms of pricking,neg,
prices are a bit on the higher side,neg,
review prices,neg,
have cheaper price,neg,
price to be subsidized,neg,
prices reduced,neg,
open a till number where there no charges,neg,
when it comes to paying the mode of asking money is well not commanding,neg,
fluctuating prices,neg,
inaccessibility of staff,pos,
always there,pos,
add more workshop staff,neg,
queue,pos,
agent is available,pos,
lunch hour busy,neg,
open door policy,pos,
agent is always available,pos,
have more technicians,neg,
accessible,pos,
shortage of workers,neg,
on call,pos,
staff always available,pos,
increase staff,neg,
made herself available,pos,
not enough staff,neg,
staff are available,pos,
understaffed,neg,
always there for consolation,pos,
add sales team,neg,
easily accessible,pos,
add cashier,neg,
staff are puncture,pos,
employ more manpower,neg,
staff is interactive,pos,
staff were too busy,neg,
i have been been able to interact with you staff,pos,
consider more technicians,neg,
mostly interested with,pos,
employ an extra mechanics staff,neg,
have one person dedicated,neg,
increase number of agents,neg,
agents not there for the customer,neg,
customer care to be more available,neg,
less workshop staff,neg,
need for 2 more or 1 more teller,neg,
staff are most of the time engaged in meetings,neg,
add staff,neg,
add another line,neg,
"take booking instead of ""first come, first serve basis""",neg,
long queue,neg,
to be picking up customer calls,neg,
never pick calls,neg,
calls are not picked,neg,
picking up my calls,neg,
do not answer phone calls,neg,
to be picked on call,neg,
avoid call waiting,neg,
never answer the call,neg,
refused to pick my calls,neg,
mails always gone unanswered,neg,
no longer works,neg,
direct line,neg,
shorter lines,neg,
numbers provided aren't working,neg,
numbers provided don't work,neg,
numbers lines don't work,neg,
difficult to get hold off staff,neg,
agent is not readable,neg,
haven met you physically,neg,
waiting also the visit of the funds,neg,
help lines are jammed,neg,
unable to reach my,neg,
[never] replies to email,neg,
reach right staff,neg,
serve many,neg,
there was nobody to do it,neg,
i couldn't get help,neg,
wait for staff to be called to attended,neg,
only time i saw staff is when,neg,
staff appear overwhelmed,neg,
mechanics overwhelmed,neg,
your staff were complaining ... that they are tired and need a break,neg,
staff were complaining that they are tired and need a break,neg,
unreasonable excuses of being in the field,neg,
personnel staff are hard to reach,neg,
getting someone to serve you is hard,neg,
one technical only doing so much,neg,
consider having an in-house mechanics,neg,
had to wait,neg,
never met any staff,neg,
never seen any of your staff,neg,
not seen a single staff,neg,
not interested with you staff,neg,
haven't interested with you,neg,
have not interested with the staff,neg,
never interested with your staff,neg,
you are not contactable,neg,
create time for meeting with retires,neg,
agent is not available,neg,
after schelling appointments they would not show up at all,neg,
avoid jumping from one car to another before completing a job,neg,
need support personal on saturdays,neg,
staff keep on changing,neg,
agent resigned,neg,
appearance of staff,pos,
smart,pos,
presentation,pos,
smartly dressed,pos,
mechanics in their full pipes,pos,
nicely dressed,pos,
well groomed,pos,
employees look smart,pos,
beautiful,pos,
presentable staff,pos,
courtesy of staff,pos,
pleasant,pos,
interrupted,neg,
apologise,pos,
gentle,pos,
rude,neg,
apologetic,pos,
polite,pos,
[no] respect,neg,
decorum,pos,
wish us well,pos,
treat as garage,neg,
loved how i was treated,pos,
arrogant,neg,
got the best treatment,pos,
offensive,neg,
respectful,pos,
not happy with how i was treated,neg,
customer care staffs are not introducing themselves,neg,
respectfully,pos,
sales persons are on phone while talking to customers,neg,
treat me well,pos,
no one called to apologise,neg,
i like how you treat customers,pos,
no apology,neg,
treated well,pos,
rudely,neg,
treated nicely,pos,
irrespective,neg,
treat customers well,pos,
disrespectful,neg,
love how i was treated,pos,
harsh,neg,
good treatment from all the staff,pos,
abuse,neg,
courtesy,pos,
humiliated,neg,
courteous,pos,
hostile,neg,
zuvorkommend,pos,
dont treat your customers like dogs,neg,
harassing customers,neg,
humble,pos,
befitting,neg,
served well with a lot of humility,pos,
served with a lot of dignity,pos,
nag with frequent call,neg,
down to earth,pos,
we tend to nag him a lot,neg,
pleasant professional,pos,
hung up on me,neg,
lovely people,pos,
improve staff politeness helpfulness,neg,
lovely staff,pos,
nice staff,pos,
very lovely ladies,pos,
charming,pos,
pleasing,pos,
liable,pos,
movable,pos,
nice people,pos,
well behaved staff,pos,
guns are wonderful,pos,
empty of staff,pos,
willing to guide,pos,
"attitude, attitude",pos,
sensitive,pos,
insensitive,neg,
"customer care, custonercare, care, customer daring",pos,
cared,pos,
daring [didn't doesn't],neg,
looked after us very well,pos,
no one cares,neg,
willingness,pos,
take care of your customers feelings,neg,
thank you for staying until so late,pos,
callous,neg,
"empty, sympathetic",pos,
served well despite arriving late,pos,
make the customer to feel unappreciated,neg,
handle customer,pos,
worked past hours,pos,
inhuman,neg,
listen,pos,
respond when i need help even in the most ungodly hours,pos,
more human,neg,
listen to the customer first,pos,
assisted before opening times,pos,
had to take time off my schedule,neg,
morale,pos,
staff(s) where humane,pos,
nobody wants to take the pain of finding a solution,neg,
peace of mind,pos,
take their time to listen,pos,
show you're concerned,neg,
concerned about clients,pos,
professionally hundred,pos,
no one guided me,neg,
customer service with the concern,pos,
professionally handled,pos,
thinks he is doing me a favour,neg,
concerned about its customers,pos,
staff are concerned to make sure i am […],pos,
"if you say ""this is a safe space to express ourselves"" mean it",neg,
concern for my well being,pos,
willing to understand the customer concerns,pos,
assurance,pos,
value their customers,pos,
human relations approach,pos,
happy how they handle clients,pos,
poor while handling clients,neg,
customer handling,pos,
eager to solve my problem,pos,
mishandle,neg,
handled,pos,
mishandling,neg,
handle client,pos,
staff approach towards clients,pos,
customer approach,pos,
impatient,neg,
"patient, patience",pos,
ready to listen,pos,
require to be more patient,neg,
take my side,pos,
kind,pos,
communicate with kindness,neg,
waited for me to come,pos,
staff are accommodation,pos,
staff to be accommodation,neg,
very understanding and professional staff,pos,
staff need to be more accommodation,neg,
very understanding staff,pos,
to be accommodation,neg,
customer is appreciated,pos,
be accommodation,neg,
there for the customers,pos,
be more accommodation,neg,
their for the customers,pos,
no one others about me customer clients,neg,
serve you right,pos,
staff never gathered,neg,
has come to my rescue when i needed most,pos,
change your way of treating customers,neg,
it was very cold and i got a cup of tea,pos,
unfair,neg,
we feel important,pos,
no appreciation for customers,neg,
staff make me feel i am home,pos,
carry things on my own,neg,
this place makes you feel like home,pos,
reluctance to assist,neg,
felt at home,pos,
just staring while i carried things,neg,
always feel at home,pos,
consider others first,neg,
loved the card you brought when i got a new baby in march it meant a lot,pos,
staff were in a hurry to close,neg,
values her customers,pos,
[don't] value your customers,neg,
the way you value the costume,pos,
staffs value customers,pos,
feel valued as as a customer,pos,
customer care are sometimes reluctant,neg,
should have been kind enough,neg,
customers do not need to come with receipt to provoke their service,neg,
expertise of staff,pos,
impressed with two staffs,pos,
need to be trained,neg,
trained,pos,
workers are very good,pos,
staff needs training,neg,
good human resource,pos,
get trained on,neg,
team,pos,
good sales personal,pos,
regular refreshed training for your technicians,neg,
expert,pos,
good sales personnel,pos,
increase the job scope to enable technicians handle more tasks,neg,
expertise,pos,
great knowhow,pos,
my front tyre was not bolted well,neg,
having tools or training,pos,
well conversant with there work,pos,
employ a resident gearbox specialist,neg,
knows,pos,
good people,pos,
your technical can't remove dust from types and then do balancing,neg,
crew,pos,
watt waxuri,pos,
technical just picked everything ok yet the spare tyre was not ok,neg,
qualified,pos,
watt azure,pos,
improve the technical skill,neg,
"technical, technical staff, mechanics",pos,
a pleasure working with,pos,
consider having an in-house mechanics who has ability to fix minor mechanical issues,neg,
staff education is very good,pos,
i also gave instruction on how to treat my benefits and these were not taken into consideration,neg,
"competent, competence",pos,
hard working,pos,
dedicated,pos,
committed,pos,
commitment,pos,
hardworking,pos,
impressed by the level of professionalism,pos,
organised,pos,
get organised,neg,
organization,pos,
orderly,pos,
not organised,neg,
organized,pos,
no order,neg,
comprehensive,pos,
lack of professionalism,neg,
professional,pos,
competent,pos,
skilled,pos,
improve on workmanship,neg,
workmanship,pos,
great in research,pos,
skill,pos,
our,pos,
ability,pos,
so much knowledge,pos,
know so much,neg,
understanding of the job,pos,
knowledgeable,pos,
didn't know,neg,
well versed on your company products and services,pos,
no one seems in any way to know what they are doing,neg,
knowledable,pos,
ignorant,neg,
know there job so well,pos,
multiple people that couldn't help me,neg,
know their job,pos,
mixed up the types,neg,
know their work well,pos,
had to look for another mechanics,neg,
know what they are talking about,pos,
not doing work to their fullest,neg,
focused,pos,
happier if the organisation fires somebody with skill and knowledge on [...],neg,
wafanyikazi wakarimu,pos,
rush to make conclusions,neg,
have faith in all the staff,pos,
understand scope of engagement,neg,
quick diagnosis skill,pos,
shod,neg,
knows exactly what to say,pos,
staff do not fully understand the products,neg,
got the best out of them,pos,
nobody knows what's going on,neg,
ever able team,pos,
lots of mistakes,neg,
keenest to detail,pos,
well informed staff,pos,
made mistakes,neg,
attention to detail,pos,
diligent,pos,
exercise diligence,neg,
oversight,pos,
diligence,pos,
general answers (negative),neg,
have the answers,pos,
thorough with their work,pos,
thorough in your work,pos,
seriousness,pos,
capable,pos,
incapable,neg,
careless,pos,
useless,neg,
resourceful,pos,
informed staff employee technical,pos,
has a proper understanding,pos,
have a proper understanding,neg,
doesn have a proper understanding,neg,
dont have a proper understanding,neg,
didn have a proper understanding,neg,
passion,pos,
could not also understand,neg,
passionate,pos,
did not seem to understand,neg,
staff bright,pos,
do not fully understand,neg,
is switched on,pos,
clear understanding of the products,pos,
are switched on,pos,
be switched on,neg,
staff they are now,pos,
not switched on,neg,
local who understand the culture and speak the local language,pos,
would consistently forget the appropriate fitting and tools to get the job done,neg,
supervisor in the service hall to step up his vigilance,neg,
expertise of interest,pos,
trains their interest well,pos,
experience i also got from my internship is invaluable,pos,
flexibility of staff,pos,
be more flexible,neg,
